id,name,address,city,state,zip
125,Hope City Church,Multiple campuses (main in Phoenix),Phoenix,Arizona,00000
138,Prescott Christian Church,Not publicly listed,Prescott,Arizona,00000
140,Prescott Valley United Methodist Church,Not publicly listed,Prescott Valley,Arizona,00000
116,Eastside Covenant Church,Not publicly listed,Tucson,Arizona,00000
142,SaddleBrooke Community Church,Not publicly listed (SaddleBrooke area),Tucson,Arizona,00000
150,Tucson Church International,Not publicly listed,Tucson,Arizona,00000
152,Vail Church,Not publicly listed,Vail,Arizona,00000
154,Yuma Church of Christ,Not publicly listed,Yuma,Arizona,00000
156,Yuma Southern Baptist Church,Not publicly listed,Yuma,Arizona,00000
165,First Baptist Church Batesville,Not publicly listed,Batesville,Arkansas,00000
204,The Bridge Church,Not publicly listed (Bentonville area),Bentonville,Arkansas,00000
183,First Christian Church Fayetteville,Not publicly listed,Fayetteville,Arkansas,00000
188,First United Methodist Church Fayetteville,Not publicly listed,Fayetteville,Arkansas,00000
184,First Presbyterian Church Fort Smith,Not publicly listed,Fort Smith,Arkansas,00000
198,Oak Cliff Bible Fellowship (Fort Smith Campus),Not publicly listed (Fort Smith location),Fort Smith,Arkansas,00000
185,First Presbyterian Church Hot Springs,Not publicly listed,Hot Springs,Arkansas,00000
172,First Baptist Church Jacksonville,Not publicly listed,Jacksonville,Arkansas,00000
190,First United Methodist Church Jonesboro,Not publicly listed,Jonesboro,Arkansas,00000
160,Christ Community Church,Not publicly listed,Little Rock,Arkansas,00000
164,First Assembly of God,Not publicly listed,Little Rock,Arkansas,00000
192,Grace Church of the Nazarene,Not publicly listed,Little Rock,Arkansas,00000
203,St. James Catholic Church,Not publicly listed,Little Rock,Arkansas,00000
174,First Baptist Church Malvern,Not publicly listed,Malvern,Arkansas,00000
176,First Baptist Church Mountain Home,Not publicly listed,Mountain Home,Arkansas,00000
191,First United Methodist Church Mountain Home,Not publicly listed,Mountain Home,Arkansas,00000
177,First Baptist Church Paragould,Not publicly listed,Paragould,Arkansas,00000
179,First Baptist Church Rogers,Not publicly listed,Rogers,Arkansas,00000
194,Immanuel Baptist Church Sherwood,Not publicly listed,Sherwood,Arkansas,00000
182,First Baptist Church Springdale,Not publicly listed,Springdale,Arkansas,00000
221,First Baptist Church Bakersfield,Not publicly listed,Bakersfield,California,00000
250,The Church of the Open Door,Not publicly listed,Bakersfield,California,00000
227,First Presbyterian Church Berkeley,Not publicly listed,Berkeley,California,00000
248,The Church of the Highlands (Fresno Campus),Not publicly listed (Fresno location),Fresno,California,00000
257,The Well Community Church,Not publicly listed,Fresno,California,00000
249,The Church of the Open Door,Not publicly listed,Glendora,California,00000
254,The Garden Church,Not publicly listed,Long Beach,California,00000
255,The Potter's House (Los Angeles Campus),Not publicly listed (LA location),Los Angeles,California,00000
258,Vintage Church,Not publicly listed (multiple LA locations),Los Angeles,California,00000
211,Calvary Chapel Oxnard,Not publicly listed,Oxnard,California,00000
247,The Church at the Well,Not publicly listed,San Diego,California,00000
245,The Bay Church,Not publicly listed,San Francisco,California,00000
208,Bay Area Christian Church,Not publicly listed,San Jose,California,00000
223,First Baptist Church San Jose,Not publicly listed,San Jose,California,00000
253,The Crossing,Not publicly listed,San Ramon,California,00000
251,The Church on the Hill,Not publicly listed,Ventura,California,00000
263,Calvary Chapel Aurora,Not publicly listed,Aurora,Colorado,00000
276,First Presbyterian Church Boulder,Not publicly listed,Boulder,Colorado,00000
280,Flatirons Community Church (Boulder Campus),Not publicly listed (Boulder location),Boulder,Colorado,00000
261,Breckenridge Community Church,Not publicly listed,Breckenridge,Colorado,00000
281,Flatirons Community Church (Broomfield Campus),Not publicly listed,Broomfield,Colorado,00000
268,Collegiate Peaks Church,Not publicly listed,Buena Vista,Colorado,00000
264,Centennial Covenant Church,Not publicly listed,Centennial,Colorado,00000
298,The Well,Multiple locations (main in Colorado Springs),Colorado Springs,Colorado,00000
271,Denver United Methodist Church,Not publicly listed,Denver,Colorado,00000
294,Riverside Baptist Church,Not publicly listed,Denver,Colorado,00000
282,Grace Chapel,Not publicly listed,Englewood,Colorado,00000
283,Greenwood Community Church,Not publicly listed,Englewood,Colorado,00000
267,Church of the Rockies,Not publicly listed,Estes Park,Colorado,00000
284,High Country United Methodist Church,Not publicly listed,Frisco,Colorado,00000
269,Crossroads Church Grand Junction,Not publicly listed,Grand Junction,Colorado,00000
300,Vintage Church,Not publicly listed,Longmont,Colorado,00000
291,Parker Evangelical Presbyterian Church,Not publicly listed,Parker,Colorado,00000
292,Pueblo First Baptist Church,Not publicly listed,Pueblo,Colorado,00000
275,First Baptist Church Thornton,Not publicly listed,Thornton,Colorado,00000
290,North Metro Church,Not publicly listed,Thornton,Colorado,00000
299,Vail Chapel,Not publicly listed,Vail,Colorado,00000
303,Bridgeport Baptist Church,Not publicly listed (Bridgeport area),Bridgeport,Connecticut,00000
330,Noroton Presbyterian Church,Not publicly listed,Darien,Connecticut,00000
331,South Congregational Church,Not publicly listed,East Hartford,Connecticut,00000
312,First Baptist Church of Hamden,Not publicly listed,Hamden,Connecticut,00000
341,United Church of Christ in Hamden,Not publicly listed,Hamden,Connecticut,00000
306,Central Baptist Church of Hartford,Not publicly listed,Hartford,Connecticut,00000
313,First Baptist Church of Manchester,Not publicly listed,Manchester,Connecticut,00000
309,Crossroads Church,Not publicly listed,New Haven,Connecticut,00000
314,First Baptist Church of New Haven,Not publicly listed,New Haven,Connecticut,00000
311,First Baptist Church Norwich,Not publicly listed,Norwich,Connecticut,00000
326,Harvest Time Church,Not publicly listed (Stamford area),Stamford,Connecticut,00000
315,First Baptist Church of Waterbury,Not publicly listed,Waterbury,Connecticut,00000
327,Immaculate Conception Church (Waterbury),Not publicly listed,Waterbury,Connecticut,00000
316,First Baptist Church of Westport,Not publicly listed,Westport,Connecticut,00000
317,First Church of Christ (Wethersfield),Not publicly listed,Wethersfield,Connecticut,00000
346,Bethel Wesleyan Church,Not publicly listed,Bethel,Delaware,00000
355,First Baptist Church of Blades,Not publicly listed,Blades,Delaware,00000
383,St. George United Methodist Church,Not publicly listed,Clarksville,Delaware,00000
352,Delaware City Presbyterian Church,Not publicly listed,Delaware City,Delaware,00000
363,Frankford United Methodist Church,Not publicly listed,Frankford,Delaware,00000
350,Community Bible Fellowship,Not publicly listed,Georgetown,Delaware,00000
357,First Baptist Church of Georgetown,Not publicly listed,Georgetown,Delaware,00000
390,St. Michael the Archangel Church,Not publicly listed,Georgetown,Delaware,00000
391,St. Paul's United Methodist Church,Not publicly listed,Georgetown,Delaware,00000
365,Greenwood-Milton Wesleyan Church,Not publicly listed,Greenwood,Delaware,00000
382,St. George Catholic Church,Not publicly listed,Harbeson,Delaware,00000
389,St. Mary of the Immaculate Conception,Not publicly listed,Hockessin,Delaware,00000
359,First Presbyterian Church of Laurel,Not publicly listed,Laurel,Delaware,00000
393,Union Church of Laurel,Not publicly listed,Laurel,Delaware,00000
344,Bethany Bible Chapel,Not publicly listed,Lincoln,Delaware,00000
369,Middletown Baptist Church,Not publicly listed,Middletown,Delaware,00000
379,St. Andrew's Episcopal Church,Not publicly listed,Middletown,Delaware,00000
358,First Baptist Church of Milford,Not publicly listed,Milford,Delaware,00000
360,First Presbyterian Church of Milford,Not publicly listed,Milford,Delaware,00000
370,Milford Church of the Nazarene,Not publicly listed,Milford,Delaware,00000
351,Community of Praise Church,Not publicly listed,Millsboro,Delaware,00000
353,Delmarva Church,Not publicly listed,Millsboro,Delaware,00000
388,St. Mark's United Methodist Church,Not publicly listed,Millsboro,Delaware,00000
343,Asbury United Methodist Church,Not publicly listed,Milton,Delaware,00000
361,First Presbyterian Church of Newark,Not publicly listed,Newark,Delaware,00000
371,New Hope Church,Not publicly listed,Newark,Delaware,00000
372,Newark Church of Christ,Not publicly listed,Newark,Delaware,00000
374,Pike Creek Valley Presbyterian Church,Not publicly listed,Newark,Delaware,00000
384,St. John Neumann Catholic Church,Not publicly listed,Newark,Delaware,00000
373,Ocean View Community Church,Not publicly listed,Ocean View,Delaware,00000
377,Seaford Church of God,Not publicly listed,Seaford,Delaware,00000
386,St. John's United Methodist Church,Not publicly listed,Seaford,Delaware,00000
378,Selbyville Church of God,Not publicly listed,Selbyville,Delaware,00000
362,First United Methodist Church Smyrna,Not publicly listed,Smyrna,Delaware,00000
345,Bethany Wesleyan Church,Not publicly listed,Wilmington,Delaware,00000
364,Grace United Methodist Church,Not publicly listed,Wilmington,Delaware,00000
409,First Baptist Church Daytona Beach,Not publicly listed,Daytona Beach,Florida,00000
434,St. Paul Catholic Church Daytona Beach,Not publicly listed,Daytona Beach,Florida,00000
407,Destin Church of Christ,Not publicly listed,Destin,Florida,00000
418,First Baptist Church of Fort Walton Beach,Not publicly listed,Fort Walton Beach,Florida,00000
437,The Potter's House (Jacksonville Campus),Not publicly listed,Jacksonville,Florida,00000
411,First Baptist Church Lakeland,Not publicly listed,Lakeland,Florida,00000
420,First Presbyterian Church Lakeland,Not publicly listed,Lakeland,Florida,00000
398,Calvary Chapel Melbourne,Not publicly listed,Melbourne,Florida,00000
412,First Baptist Church Melbourne,Not publicly listed,Melbourne,Florida,00000
424,Miami Vineyard Community Church,Not publicly listed (Miami area),Miami,Florida,00000
403,Church of Hope,Not publicly listed,Ocala,Florida,00000
421,First Presbyterian Church Ocala,Not publicly listed,Ocala,Florida,00000
396,Brentwood Baptist Church,Not publicly listed,Pensacola,Florida,00000
415,First Baptist Church Sarasota,Not publicly listed,Sarasota,Florida,00000
431,St. Martha Catholic Church,Not publicly listed,Sarasota,Florida,00000
435,St. Thomas Aquinas Catholic Church,Not publicly listed,St. Cloud,Florida,00000
404,City Church Tallahassee,Not publicly listed,Tallahassee,Florida,00000
436,The Crossing Church,Not publicly listed (Tampa area),Tampa,Florida,00000
417,First Baptist Church Vero Beach,Not publicly listed,Vero Beach,Florida,00000
428,St. Helen Catholic Church,Not publicly listed,Vero Beach,Florida,00000
449,First Baptist Church Albany,Not publicly listed,Albany,Georgia,00000
450,First Baptist Church Athens,Not publicly listed,Athens,Georgia,00000
462,First Presbyterian Church Athens,Not publicly listed,Athens,Georgia,00000
441,Cascade United Methodist Church,Not publicly listed,Atlanta,Georgia,00000
477,St. Luke's Episcopal Church,Not publicly listed,Atlanta,Georgia,00000
479,Westminster Presbyterian Church,Not publicly listed,Atlanta,Georgia,00000
452,First Baptist Church Augusta,Not publicly listed,Augusta,Georgia,00000
446,CrossPointe Church (Gwinnett),Not publicly listed,Duluth,Georgia,00000
445,Cross Church (Johns Creek Campus),Not publicly listed,Johns Creek,Georgia,00000
476,St. Benedict Catholic Church,Not publicly listed,Johns Creek,Georgia,00000
461,First Baptist Church of Jonesboro,Not publicly listed,Jonesboro,Georgia,00000
470,North Metro First Baptist Church,Not publicly listed,Lawrenceville,Georgia,00000
455,First Baptist Church Macon,Not publicly listed,Macon,Georgia,00000
463,First United Methodist Church Marietta,Not publicly listed,Marietta,Georgia,00000
472,North Point Community Church (East Cobb Campus),Not publicly listed (East Cobb location),Marietta,Georgia,00000
458,First Baptist Church Valdosta,Not publicly listed,Valdosta,Georgia,00000
459,First Baptist Church Warner Robins,Not publicly listed,Warner Robins,Georgia,00000
465,Free Chapel (Woodstock Campus),Not publicly listed (Woodstock location),Woodstock,Georgia,00000
485,First Baptist Church of Hilo,Not publicly listed,Hilo,Hawaii,00000
490,Hale Aloha Church,Not publicly listed,Hilo,Hawaii,00000
491,Hilo United Methodist Church,Not publicly listed,Hilo,Hawaii,00000
517,New Hope Big Island,Not publicly listed (Hilo area),Hilo,Hawaii,00000
492,Honokaa Seventh-day Adventist Church,Not publicly listed,Honokaa,Hawaii,00000
486,First Baptist Church of Honolulu,Not publicly listed,Honolulu,Hawaii,00000
488,First Chinese Church of Christ,Not publicly listed,Honolulu,Hawaii,00000
494,Hope Chapel Kaimuki,Not publicly listed (Kaimuki area),Honolulu,Hawaii,00000
504,Kaumakapili Church,Not publicly listed,Honolulu,Hawaii,00000
512,Lanakila Church,Not publicly listed,Honolulu,Hawaii,00000
514,Makiki Christian Church,Not publicly listed,Honolulu,Hawaii,00000
516,Moanalua Community Church,Not publicly listed,Honolulu,Hawaii,00000
520,Nuuanu Congregational Church,Not publicly listed,Honolulu,Hawaii,00000
521,Olivet Baptist Church,Not publicly listed,Honolulu,Hawaii,00000
524,St. Clement's Episcopal Church,Not publicly listed,Honolulu,Hawaii,00000
525,St. Elizabeth Church,Not publicly listed,Honolulu,Hawaii,00000
528,Waialae Community Church,Not publicly listed,Honolulu,Hawaii,00000
497,Kahului Union Church,Not publicly listed,Kahului,Hawaii,00000
498,Kailua Christian Church,Not publicly listed,Kailua,Hawaii,00000
499,Kailua United Methodist Church,Not publicly listed,Kailua,Hawaii,00000
509,Kona Community Church,Not publicly listed,Kailua-Kona,Hawaii,00000
530,Waimea Hawaiian Church,Not publicly listed,Kamuela,Hawaii,00000
519,New Hope Windward,Not publicly listed (Kaneohe area),Kaneohe,Hawaii,00000
523,St. Catherine Catholic Church,Not publicly listed,Kapa'a,Hawaii,00000
501,Kapaa First Hawaiian Church,Not publicly listed,Kapaa,Hawaii,00000
506,Kealakekua Union Church,Not publicly listed,Kealakekua,Hawaii,00000
508,Koloa Union Church,Not publicly listed,Koloa,Hawaii,00000
495,Hope Chapel West Maui,Not publicly listed (Lahaina area),Lahaina,Hawaii,00000
511,Lahaina United Methodist Church,Not publicly listed,Lahaina,Hawaii,00000
502,Kauai Bible Church,Not publicly listed,Lihue,Hawaii,00000
503,Kauai Christian Fellowship,Not publicly listed,Lihue,Hawaii,00000
513,Lihue Christian Church,Not publicly listed,Lihue,Hawaii,00000
515,Mililani Mauka Community Church,Not publicly listed,Mililani,Hawaii,00000
487,First Baptist Church of Wahiawa,Not publicly listed,Wahiawa,Hawaii,00000
529,Waimanalo Community Church,Not publicly listed,Waimanalo,Hawaii,00000
535,Capital City Christian Church,Not publicly listed,Boise,Idaho,00000
564,Mountain View Church,Not publicly listed,Boise,Idaho,00000
568,St. Luke's Episcopal Church,Not publicly listed,Boise,Idaho,00000
533,Caldwell First United Methodist Church,Not publicly listed,Caldwell,Idaho,00000
548,First Christian Church Caldwell,Not publicly listed,Caldwell,Idaho,00000
537,Coeur d'Alene Bible Church,Not publicly listed,Coeur d'Alene,Idaho,00000
540,Emmett First Baptist Church,Not publicly listed,Emmett,Idaho,00000
551,First Presbyterian Church of Emmett,Not publicly listed,Emmett,Idaho,00000
541,First Baptist Church of Garden City,Not publicly listed,Garden City,Idaho,00000
555,Garden City Community Church,Not publicly listed,Garden City,Idaho,00000
560,Kuna Christian Church,Not publicly listed,Kuna,Idaho,00000
569,St. Michael's Catholic Church Kuna,Not publicly listed,Kuna,Idaho,00000
542,First Baptist Church of Lewiston,Not publicly listed,Lewiston,Idaho,00000
558,Holy Trinity Orthodox Church,Not publicly listed,Lewiston,Idaho,00000
543,First Baptist Church of Middleton,Not publicly listed,Middleton,Idaho,00000
563,Middleton Friends Church,Not publicly listed,Middleton,Idaho,00000
552,First Presbyterian Church of Moscow,Not publicly listed,Moscow,Idaho,00000
574,Vineyard Christian Fellowship of Moscow,Not publicly listed,Moscow,Idaho,00000
554,First United Methodist Church Nampa,Not publicly listed,Nampa,Idaho,00000
565,Nampa First Church of the Nazarene,Not publicly listed,Nampa,Idaho,00000
545,First Baptist Church of Payette,Not publicly listed,Payette,Idaho,00000
570,St. Peter's Episcopal Church,Not publicly listed,Payette,Idaho,00000
546,First Baptist Church of Pocatello,Not publicly listed,Pocatello,Idaho,00000
557,Holy Spirit Catholic Community,Not publicly listed,Pocatello,Idaho,00000
538,Community Baptist Church,Not publicly listed,Sandpoint,Idaho,00000
566,Sandpoint Christian Center,Not publicly listed,Sandpoint,Idaho,00000
571,Star Community Church,Not publicly listed,Star,Idaho,00000
572,Star United Methodist Church,Not publicly listed,Star,Idaho,00000
547,First Baptist Church of Twin Falls,Not publicly listed,Twin Falls,Idaho,00000
553,First Presbyterian Church of Twin Falls,Not publicly listed,Twin Falls,Idaho,00000
596,Junction Church,Not publicly listed,Aurora,Illinois,00000
584,First Christian Church Bloomington,Not publicly listed,Bloomington,Illinois,00000
581,First Baptist Church Carbondale,Not publicly listed,Carbondale,Illinois,00000
602,St. Francis Xavier Catholic Church,Not publicly listed,Carbondale,Illinois,00000
585,First Presbyterian Church Champaign,Not publicly listed,Champaign,Illinois,00000
603,St. John's Catholic Chapel (Champaign),Not publicly listed,Champaign,Illinois,00000
609,University Baptist Church (Champaign),Not publicly listed,Champaign,Illinois,00000
576,Bethany Evangelical Covenant Church,Not publicly listed,Chicago,Illinois,00000
594,Holy Family Catholic Church,Not publicly listed,Chicago,Illinois,00000
600,Salem Baptist Church,Not publicly listed,Chicago,Illinois,00000
608,Trinity United Church of Christ,Not publicly listed,Chicago,Illinois,00000
601,South Suburban Christian Center,Not publicly listed,Country Club Hills,Illinois,00000
606,The Compass Church (Naperville Campus),Not publicly listed (Naperville location),Naperville,Illinois,00000
604,St. Raphael Catholic Church,Not publicly listed,Old Mill Creek,Illinois,00000
582,First Baptist Church Peoria,Not publicly listed,Peoria,Illinois,00000
588,First United Methodist Church Peoria,Not publicly listed,Peoria,Illinois,00000
586,First Presbyterian Church Rockford,Not publicly listed,Rockford,Illinois,00000
589,First United Methodist Church Rockford,Not publicly listed,Rockford,Illinois,00000
599,Rockford First Church of the Nazarene,Not publicly listed,Rockford,Illinois,00000
583,First Baptist Church Springfield,Not publicly listed,Springfield,Illinois,00000
587,First Presbyterian Church Springfield,Not publicly listed,Springfield,Illinois,00000
615,First Baptist Church Anderson,Not publicly listed,Anderson,Indiana,00000
635,Park Place Church of God,Not publicly listed,Anderson,Indiana,00000
616,First Baptist Church Bloomington,Not publicly listed,Bloomington,Indiana,00000
642,St. Paul Catholic Center,Not publicly listed,Bloomington,Indiana,00000
624,First Christian Church Evansville,Not publicly listed,Evansville,Indiana,00000
637,St. Benedict Cathedral,Not publicly listed,Evansville,Indiana,00000
617,First Baptist Church Fort Wayne,Not publicly listed,Fort Wayne,Indiana,00000
630,Fort Wayne First Church of the Nazarene,Not publicly listed,Fort Wayne,Indiana,00000
641,St. Mary Mother of God Catholic Church,Not publicly listed,Fort Wayne,Indiana,00000
612,College Mennonite Church,Not publicly listed,Goshen,Indiana,00000
618,First Baptist Church Goshen,Not publicly listed,Goshen,Indiana,00000
633,Hope City Church,Not publicly listed (Indianapolis area),Indianapolis,Indiana,00000
619,First Baptist Church Kokomo,Not publicly listed,Kokomo,Indiana,00000
627,First United Methodist Church Kokomo,Not publicly listed,Kokomo,Indiana,00000
620,First Baptist Church Lafayette,Not publicly listed,Lafayette,Indiana,00000
621,First Baptist Church Michigan City,Not publicly listed,Michigan City,Indiana,00000
639,St. Mary Catholic Church Michigan City,Not publicly listed,Michigan City,Indiana,00000
622,First Baptist Church Muncie,Not publicly listed,Muncie,Indiana,00000
640,St. Mary Catholic Church Muncie,Not publicly listed,Muncie,Indiana,00000
623,First Baptist Church Terre Haute,Not publicly listed,Terre Haute,Indiana,00000
625,First Christian Church Terre Haute,Not publicly listed,Terre Haute,Indiana,00000
626,First Presbyterian Church Valparaiso,Not publicly listed,Valparaiso,Indiana,00000
629,First United Methodist Church Valparaiso,Not publicly listed,Valparaiso,Indiana,00000
644,University Church (West Lafayette),Not publicly listed,West Lafayette,Indiana,00000
649,Collegiate United Methodist Church,Not publicly listed,Ames,Iowa,00000
681,University Baptist Church Ames,Not publicly listed,Ames,Iowa,00000
667,Living Water Church,Not publicly listed,Ankeny,Iowa,00000
647,Cedar Rapids Church of the Nazarene,Not publicly listed,Cedar Rapids,Iowa,00000
662,First Lutheran Church (Cedar Rapids),Not publicly listed,Cedar Rapids,Iowa,00000
674,St. Ludmila Catholic Church,Not publicly listed,Cedar Rapids,Iowa,00000
651,First Baptist Church Clinton,Not publicly listed,Clinton,Iowa,00000
678,St. Patrick Catholic Church Clinton,Not publicly listed,Clinton,Iowa,00000
652,First Baptist Church Council Bluffs,Not publicly listed,Council Bluffs,Iowa,00000
672,St. John Catholic Church Council Bluffs,Not publicly listed,Council Bluffs,Iowa,00000
653,First Baptist Church Davenport,Not publicly listed,Davenport,Iowa,00000
669,Sacred Heart Cathedral (Davenport),Not publicly listed,Davenport,Iowa,00000
660,First Christian Church Dubuque,Not publicly listed,Dubuque,Iowa,00000
680,St. Raphael Cathedral,Not publicly listed,Dubuque,Iowa,00000
654,First Baptist Church Fort Dodge,Not publicly listed,Fort Dodge,Iowa,00000
663,First Presbyterian Church Fort Dodge,Not publicly listed,Fort Dodge,Iowa,00000
665,First United Methodist Church Iowa City,Not publicly listed,Iowa City,Iowa,00000
677,St. Mary's Catholic Church Iowa City,Not publicly listed,Iowa City,Iowa,00000
661,First Christian Church Marshalltown,Not publicly listed,Marshalltown,Iowa,00000
675,St. Mary Catholic Church Marshalltown,Not publicly listed,Marshalltown,Iowa,00000
655,First Baptist Church Mason City,Not publicly listed,Mason City,Iowa,00000
666,First United Methodist Church Mason City,Not publicly listed,Mason City,Iowa,00000
656,First Baptist Church Ottumwa,Not publicly listed,Ottumwa,Iowa,00000
676,St. Mary of the Visitation,Not publicly listed,Ottumwa,Iowa,00000
657,First Baptist Church Sioux City,Not publicly listed,Sioux City,Iowa,00000
673,St. Joseph Catholic Church Sioux City,Not publicly listed,Sioux City,Iowa,00000
658,First Baptist Church Waterloo,Not publicly listed,Waterloo,Iowa,00000
664,First Presbyterian Church Waterloo,Not publicly listed,Waterloo,Iowa,00000
706,St. James Catholic Church,Not publicly listed,Augusta,Kansas,00000
686,First Baptist Church Emporia,Not publicly listed,Emporia,Kansas,00000
695,First Christian Church Emporia,Not publicly listed,Emporia,Kansas,00000
697,First Presbyterian Church Garden City,Not publicly listed,Garden City,Kansas,00000
705,St. Dominic Catholic Church Garden City,Not publicly listed,Garden City,Kansas,00000
687,First Baptist Church Hays,Not publicly listed,Hays,Kansas,00000
707,St. Joseph Catholic Church Hays,Not publicly listed,Hays,Kansas,00000
688,First Baptist Church Hutchinson,Not publicly listed,Hutchinson,Kansas,00000
696,First Christian Church Hutchinson,Not publicly listed,Hutchinson,Kansas,00000
689,First Baptist Church Junction City,Not publicly listed,Junction City,Kansas,00000
708,St. Mary Catholic Church Junction City,Not publicly listed,Junction City,Kansas,00000
703,Resurrection Downtown,Not publicly listed (Downtown Kansas City location),Kansas City,Kansas,00000
690,First Baptist Church Lawrence,Not publicly listed,Lawrence,Kansas,00000
698,First Presbyterian Church Lawrence,Not publicly listed,Lawrence,Kansas,00000
691,First Baptist Church Manhattan,Not publicly listed,Manhattan,Kansas,00000
712,University Christian Church (Disciples of Christ),Not publicly listed,Manhattan,Kansas,00000
692,First Baptist Church Newton,Not publicly listed,Newton,Kansas,00000
700,First United Methodist Church Newton,Not publicly listed,Newton,Kansas,00000
699,First Presbyterian Church Salina,Not publicly listed,Salina,Kansas,00000
701,First United Methodist Church Salina,Not publicly listed,Salina,Kansas,00000
684,College Hill United Methodist Church,Not publicly listed,Wichita,Kansas,00000
693,First Baptist Church Wichita,Not publicly listed,Wichita,Kansas,00000
713,Wichita First Church of the Nazarene,Not publicly listed,Wichita,Kansas,00000
719,First Baptist Church Ashland,Not publicly listed,Ashland,Kentucky,00000
731,First Christian Church Ashland,Not publicly listed,Ashland,Kentucky,00000
717,CrossPoint Church,Not publicly listed,Bowling Green,Kentucky,00000
720,First Baptist Church Bowling Green,Not publicly listed,Bowling Green,Kentucky,00000
715,Christ Cathedral (Covington),Not publicly listed,Covington,Kentucky,00000
721,First Baptist Church Covington,Not publicly listed,Covington,Kentucky,00000
722,First Baptist Church Elizabethtown,Not publicly listed,Elizabethtown,Kentucky,00000
739,St. James Catholic Church Elizabethtown,Not publicly listed,Elizabethtown,Kentucky,00000
723,First Baptist Church Florence,Not publicly listed,Florence,Kentucky,00000
744,St. Paul Catholic Church Florence,Not publicly listed,Florence,Kentucky,00000
724,First Baptist Church Frankfort,Not publicly listed,Frankfort,Kentucky,00000
740,St. John Catholic Church Frankfort,Not publicly listed,Frankfort,Kentucky,00000
725,First Baptist Church Georgetown,Not publicly listed,Georgetown,Kentucky,00000
738,St. Francis de Sales Catholic Church Georgetown,Not publicly listed,Georgetown,Kentucky,00000
726,First Baptist Church Hopkinsville,Not publicly listed,Hopkinsville,Kentucky,00000
747,St. Stephen Catholic Church Hopkinsville,Not publicly listed,Hopkinsville,Kentucky,00000
727,First Baptist Church Owensboro,Not publicly listed,Owensboro,Kentucky,00000
746,St. Stephen Cathedral,Not publicly listed,Owensboro,Kentucky,00000
728,First Baptist Church Paducah,Not publicly listed,Paducah,Kentucky,00000
745,St. Paul Catholic Church Paducah,Not publicly listed,Paducah,Kentucky,00000
729,First Baptist Church Richmond,Not publicly listed,Richmond,Kentucky,00000
732,First Christian Church Richmond,Not publicly listed,Richmond,Kentucky,00000
754,First Baptist Church Alexandria,Not publicly listed,Alexandria,Louisiana,00000
778,St. Francis Xavier Cathedral,Not publicly listed,Alexandria,Louisiana,00000
755,First Baptist Church Covington,Not publicly listed,Covington,Louisiana,00000
